84,84,84,84,84,84,84,84,84,84,84,84,84,6,6,6,6,6,6,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
84,84,84,84,84,84,84,84,84,84,84,84,84,84,6,6,6,6,84,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
84,84,84,84,84,84,85,84,84,84,84,84,84,84,6,6,6,84,84,84,84,84,84,84,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,6,6,6,6,84,84,6,84,84,84,84,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,
84,84,84,6,84,84,84,84,84,84,84,84,84,84,84,6,6,6,6,84,84,6,84,84,84,84,84,84,6,6,6,6,7,6,1,7,1,6,6,6,6,1,6,6,6,6,6,6,6,6,
84,84,84,6,6,6,6,84,84,84,84,84,84,1,7,84,84,84,84,6,84,6,6,84,84,84,84,84,84,6,6,6,6,1,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,
84,84,6,6,1,6,6,6,84,84,84,84,84,7,1,84,84,84,84,6,6,6,6,6,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,
84,6,6,1,6,6,6,6,84,84,84,84,1,7,84,84,84,84,6,6,6,6,6,6,6,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,84,84,84,84,84,1,84,84,84,84,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,84,84,84,84,84,84,1,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,84,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,7,7,7,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1,6,6,6,6,
6,6,6,6,6,6,6,7,1107,1107,1107,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,7,1,6,6,6,
6,6,6,6,6,6,6,7,1107,5,1107,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,7,1107,1107,1107,7,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,1,6,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,1,6,
6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,1,1,6,6,6,6,6,6,6,6,6,6,6,1,7,7,1,6,6,6,6,6,6,6,
6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,7,7,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1107,1107,1107,7,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,1107,5,1107,7,7,6,6,6,6,6,
3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1107,1107,1107,6,6,6,6,6,6,6,
3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,7,1,6,6,6,6,6,
3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,1,1,6,6,6,6,
3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,7,7,1,7,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,7,1,7,1,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,3,3,3,3,3,3,3,3,6,6,6,6,3,3,3,3,3,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,1,6,6,6,6,6,6,6,6,6,6,6,
6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,
6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,1,7,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,6,6,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,7,7,1,6,7,6,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,1,7,6,6,6,1,6,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,
6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,6,1,
6,6,6,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,6,6,6,6,6,6,6,6,6,6,6,7,
84,84,84,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,6,6,6,6,6,6,6,6,7,1,
6,6,6,6,84,84,84,84,84,6,6,6,6,6,6,6,6,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,6,3,3,3,6,6,6,1,6,
6,6,6,84,84,84,84,84,84,84,6,6,6,6,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,3,6,6,6,6,
6,1,6,84,84,84,84,84,84,84,6,6,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,6,1,6,
6,6,6,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,3,3,3,3,3,3,1,6,6,
6,1,6,6,84,84,84,84,84,84,84,84,84,84,84,84,84,84,84,6,7,1,7,7,6,7,7,7,7,1,6,6,6,6,1,6,6,6,6,6,6,3,3,3,3,3,3,3,6,6,
1,6,6,6,84,84,84,84,84,84,84,84,84,84,6,6,6,6,6,6,1,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,6,1,6,6,3,3,3,3,3,3,3,6,
6,1,6,6,6,6,6,84,84,84,84,84,84,84,84,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,3,3,3,3,3,3,6,
6,6,6,1,6,6,6,6,84,84,84,84,84,84,84,84,6,6,6,6,6,1,7,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,1,6,1,6,6,6,3,3,3,3,3,6,
6,6,6,6,1,6,6,6,6,6,6,84,84,84,84,84,84,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,3,3,3,3,6,
1,6,6,6,1,6,1,6,1,6,6,6,6,6,6,84,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,3,3,3,6,
6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,6,6,6,6,6,3,3,3,3

